Latitude,Longitude,Weather,Light_Condition,Road_Surface,Road_Function,Speed_Limit(MPH),Day,Month,Hour,Number_of_Vehicles,Intersection,Fatalities
34.04495,-118.9386639,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,14,March,9:00pm-9:59pm,2,Not an Intersection,1
34.85563889,-114.9321444,Rain,Daylight,Wet,Interstate,70.0,15,March,10:00am-10:59am,2,Not an Intersection,1
38.956125,-121.1279528,Clear,Dark - Not Lighted,Dry,Minor Collector,45.0,16,March,Unknown Hours,1,Not an Intersection,1
34.13091389,-118.7524944,Clear,Dusk,Dry,Major Collector,45.0,20,March,6:00pm-6:59pm,1,Not an Intersection,1
37.569725,-122.0448194,Cloudy,Dark - Lighted,Wet,Interstate,65.0,23,March,8:00pm-8:59pm,2,Not an Intersection,1
37.95289722,-121.2745028,Rain,Dark - Lighted,Wet,Other Freeways and Expressways,65.0,24,March,1:00am-1:59am,1,Not an Intersection,1
35.28009722,-116.0483889,Rain,Daylight,Wet,Interstate,70.0,5,April,1:00pm-1:59pm,2,Not an Intersection,2
35.24713333,-119.0032778,Clear,Daylight,Dry,Major Collector,55.0,8,April,11:00am-11:59am,1,Not an Intersection,1
37.61543056,-120.9816778,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,16,April,3:00pm-3:59pm,1,Not an Intersection,1
39.19981389,-121.2197194,Clear,Daylight,Dry,Other Principal Arterial,55.0,17,April,1:00pm-1:59pm,2,Not an Intersection,1
39.63546944,-121.3925972,Clear,Daylight,Dry,Local,55.0,18,April,5:00pm-5:59pm,2,T-Intersection,1
35.19513333,-116.141925,Clear,Dark - Not Lighted,Dry,Interstate,70.0,20,April,2:00am-2:59am,1,Not an Intersection,1
37.50714444,-120.9215083,Clear,Daylight,Dry,Major Collector,55.0,25,February,3:00pm-3:59pm,2,Four-Way Intersection,1
34.83654444,-118.8628972,Clear,Dark - Not Lighted,Dry,Interstate,65.0,28,January,0:00am-0:59am,1,Not an Intersection,1
35.88844444,-119.8645833,Clear,Daylight,Dry,Interstate,70.0,9,January,4:00pm-4:59pm,1,Not an Intersection,1
33.93180833,-117.2159167,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,6,January,6:00pm-6:59pm,1,T-Intersection,1
33.67793333,-117.1544083,Clear,Dark - Lighted,Dry,Major Collector,45.0,20,April,9:00pm-9:59pm,1,Not an Intersection,1
33.74583611,-116.9586083,Clear,Dark - Not Lighted,Dry,Minor Arterial,30.0,13,January,6:00pm-6:59pm,1,Not an Intersection,1
33.74428889,-117.00675,Clear,Dark - Lighted,Dry,Major Collector,35.0,31,January,6:00pm-6:59pm,1,Not an Intersection,1
37.288175,-120.4832861,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,12,January,10:00pm-10:59pm,1,Not an Intersection,1
34.44123611,-118.5890389,Clear,Dark - Lighted,Dry,Local,50.0,15,January,1:00am-1:59am,1,Not an Intersection,1
33.92178889,-116.7461389,Severe Crosswinds,Dark - Not Lighted,Dry,Interstate,70.0,23,March,4:00am-4:59am,1,Not an Intersection,1
38.04615556,-122.5338639,Cloudy,Daylight,Wet,Other Freeways and Expressways,65.0,24,March,7:00am-7:59am,1,Not an Intersection,1
38.37688611,-120.5558417,Clear,Daylight,Dry,Minor Arterial,55.0,18,March,3:00pm-3:59pm,2,Not an Intersection,2
35.19881389,-118.9145611,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,15,March,11:00pm-11:59pm,1,Not an Intersection,1
38.00576667,-121.2856194,"Fog, Smog, Smoke",Daylight,Dry,Major Collector,35.0,9,February,7:00am-7:59am,2,Four-Way Intersection,1
37.95615,-121.3003222,Rain,Dusk,Wet,Major Collector,25.0,17,February,4:00pm-4:59pm,3,Four-Way Intersection,1
38.49741944,-120.7272694,Clear,Daylight,Dry,Major Collector,55.0,7,April,6:00pm-6:59pm,1,Not an Intersection,1
33.74538333,-117.9008861,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,40.0,25,April,4:00am-4:59am,1,Not an Intersection,1
34.38445,-119.4807611,Clear,Daylight,Dry,Minor Arterial,55.0,9,January,8:00am-8:59am,1,Not an Intersection,1
35.4638,-120.6468472,Rain,Dark - Lighted,Wet,Other Principal Arterial,40.0,1,March,8:00pm-8:59pm,1,Not an Intersection,1
34.88239444,-118.1668111,Clear,Daylight,Dry,Minor Arterial,55.0,11,March,8:00am-8:59am,2,Not an Intersection,1
34.07641111,-115.5660444,Clear,Dark - Not Lighted,Dry,Minor Arterial,65.0,22,March,7:00pm-7:59pm,1,Not an Intersection,1
37.62401111,-120.9299306,Clear,Dark - Not Lighted,Dry,Minor Arterial,45.0,4,April,4:00am-4:59am,3,T-Intersection,1
38.99308889,-120.8872611,Clear,Dark - Not Lighted,Dry,Local,35.0,16,March,9:00pm-9:59pm,1,Not an Intersection,1
34.08616944,-117.9077139,Clear,Daylight,Dry,Other Principal Arterial,40.0,29,March,1:00pm-1:59pm,2,Four-Way Intersection,1
35.8919,-119.2591972,Clear,Daylight,Dry,Major Collector,55.0,12,March,4:00pm-4:59pm,3,Four-Way Intersection,1
37.621225,-121.88,Clear,Daylight,Dry,Interstate,55.0,13,March,4:00pm-4:59pm,1,Not an Intersection,1
34.06091389,-118.6940222,Clear,Daylight,Dry,Major Collector,45.0,3,April,5:00pm-5:59pm,1,Not an Intersection,1
37.97233611,-122.3696917,Rain,Dark - Lighted,Wet,Other Principal Arterial,50.0,1,February,10:00pm-10:59pm,1,Not an Intersection,1
36.837375,-119.65065,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,13,February,7:00pm-7:59pm,2,Not an Intersection,1
34.88886389,-114.6888167,Clear,Dark - Not Lighted,Dry,Interstate,70.0,10,April,4:00am-4:59am,3,Not an Intersection,1
37.73531389,-120.9435222,Clear,Daylight,Dry,Other Principal Arterial,35.0,17,January,7:00am-7:59am,1,Four-Way Intersection,1
33.97401389,-117.2331583,Clear,Dark - Not Lighted,Dry,Minor Arterial,49.0,11,February,0:00am-0:59am,1,Not an Intersection,1
33.61458611,-117.8743639,Clear,Daylight,Dry,Minor Arterial,49.0,20,April,3:00pm-3:59pm,3,Not an Intersection,1
35.33941944,-119.0126722,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,40.0,13,April,2:00am-2:59am,1,Not an Intersection,1
34.29531944,-119.2995472,Clear,Daylight,Dry,Major Collector,30.0,30,January,11:00am-11:59am,1,Not an Intersection,1
32.80955,-116.9522278,Clear,Daylight,Dry,Local,25.0,28,January,11:00am-11:59am,1,T-Intersection,1
34.05951389,-118.090675,Rain,Dark - Lighted,Wet,Other Principal Arterial,45.0,4,February,4:00pm-4:59pm,1,Not an Intersection,1
37.74639722,-122.1721389,Cloudy,Daylight,Dry,Other Principal Arterial,30.0,5,February,12:00pm-12:59pm,1,T-Intersection,1
37.71962778,-122.475175,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,8,February,1:00am-1:59am,2,Not an Intersection,1
34.11670833,-116.4562472,Clear,Daylight,Dry,Other Principal Arterial,40.0,8,February,12:00pm-12:59pm,1,Not an Intersection,1
34.05514167,-118.2696722,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,11,February,10:00pm-10:59pm,1,Not an Intersection,1
34.07755,-117.4377944,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,40.0,15,February,7:00pm-7:59pm,1,Not an Intersection,1
38.00615833,-122.5411333,Rain,Daylight,Wet,Other Freeways and Expressways,65.0,29,March,2:00pm-2:59pm,1,Not an Intersection,1
33.82230556,-117.9224667,Clear,Dark - Lighted,Dry,Interstate,65.0,1,January,0:00am-0:59am,1,Not an Intersection,1
36.81498056,-119.9703833,Clear,Daylight,Dry,Local,55.0,5,March,11:00am-11:59am,2,Four-Way Intersection,1
36.64859444,-119.8444861,Clear,Daylight,Dry,Major Collector,55.0,15,March,7:00am-7:59am,2,Four-Way Intersection,1
39.12765556,-121.5826333,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,13,April,1:00am-1:59am,1,Not an Intersection,1
40.01811389,-122.098625,Clear,Daylight,Dry,Other Principal Arterial,35.0,22,March,8:00am-8:59am,2,Not an Intersection,1
33.66113333,-117.7833333,Clear,Dark - Not Lighted,Dry,Interstate,65.0,28,January,0:00am-0:59am,1,Not an Intersection,1
36.79287778,-119.7906111,Cloudy,Dark - Lighted,Wet,Minor Arterial,40.0,13,April,10:00pm-10:59pm,1,Not an Intersection,1
40.44752222,-122.2581806,Clear,Daylight,Dry,Minor Arterial,55.0,18,April,3:00pm-3:59pm,1,Not an Intersection,1
34.14858611,-118.2557694,Clear,Dark - Lighted,Non-Trafficway or Driveway Access,Local,49.0,21,April,2:00am-2:59am,1,Not an Intersection,1
34.45335278,-119.2440833,Clear,Daylight,Dry,Minor Arterial,30.0,27,April,3:00pm-3:59pm,1,T-Intersection,1
36.80218611,-119.8894167,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,30,April,0:00am-0:59am,1,Not an Intersection,1
33.12520278,-117.3241306,Clear,Dark - Not Lighted,Dry,Interstate,65.0,13,January,4:00am-4:59am,3,Not an Intersection,2
36.67829167,-121.7441833,Rain,Dark - Not Lighted,Wet,Major Collector,55.0,1,March,5:00am-5:59am,1,Not an Intersection,1
34.82679444,-114.5987083,Cloudy,Daylight,Dry,Interstate,55.0,15,March,9:00am-9:59am,2,Not an Intersection,1
33.95780278,-118.2810472,Cloudy,Dark - Not Lighted,Dry,Interstate,65.0,6,March,3:00am-3:59am,1,Not an Intersection,1
33.24743333,-117.4185972,Clear,Dark - Not Lighted,Dry,Interstate,65.0,25,April,8:00pm-8:59pm,2,Not an Intersection,2
34.86634722,-114.8455722,Clear,Dark - Not Lighted,Dry,Interstate,70.0,2,February,5:00pm-5:59pm,1,Not an Intersection,1
36.822325,-121.630175,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,9,March,11:00pm-11:59pm,1,Not an Intersection,1
37.25778056,-121.0913889,Cloudy,Dark - Not Lighted,Dry,Interstate,70.0,22,March,8:00pm-8:59pm,1,Not an Intersection,1
33.41136111,-117.0836889,Rain,Dark - Not Lighted,Wet,Major Collector,45.0,7,January,Unknown Hours,1,Not an Intersection,1
33.25951389,-117.15795,Rain,Daylight,Wet,Interstate,65.0,16,March,2:00pm-2:59pm,1,Not an Intersection,1
39.03979167,-120.6735639,Cloudy,Dark - Not Lighted,Wet,Local,35.0,16,February,Unknown Hours,1,Not an Intersection,1
37.95791111,-122.0524278,Clear,Dark - Lighted,Dry,Interstate,65.0,7,April,5:00am-5:59am,1,Not an Intersection,1
38.02751667,-121.8853556,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,10,February,7:00pm-7:59pm,2,Four-Way Intersection,1
33.641675,-117.3783861,Clear,Daylight,"Mud, Dirt or Gravel",Minor Arterial,55.0,13,January,11:00am-11:59am,1,Not an Intersection,1
39.0323,-120.798275,Clear,Dark - Not Lighted,Dry,Major Collector,45.0,26,March,1:00am-1:59am,1,Not an Intersection,1
37.68219444,-122.0962722,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,35.0,13,February,7:00pm-7:59pm,1,Not an Intersection,1
38.75073056,-121.5195139,Cloudy,Daylight,Dry,Minor Arterial,55.0,25,April,3:00pm-3:59pm,2,Not an Intersection,1
34.2637,-119.0287611,Clear,Daylight,Dry,Minor Arterial,55.0,25,February,9:00am-9:59am,1,Not an Intersection,1
36.16024722,-116.1419389,Clear,Daylight,Dry,Minor Arterial,65.0,24,February,3:00pm-3:59pm,1,Not an Intersection,1
37.63894722,-121.3425722,Severe Crosswinds,Dusk,Dry,Interstate,70.0,3,April,7:00pm-7:59pm,1,Not an Intersection,1
37.75275833,-120.9956583,Clear,Daylight,Dry,Minor Arterial,45.0,9,April,4:00pm-4:59pm,4,Not an Intersection,4
41.13191111,-121.3413028,Clear,Daylight,Dry,Major Collector,55.0,19,April,6:00pm-6:59pm,1,Not an Intersection,1
33.79298611,-116.3659972,Clear,Dark - Not Lighted,Wet,Interstate,70.0,7,February,0:00am-0:59am,1,Not an Intersection,1
39.02556111,-122.6602306,Clear,Daylight,Dry,Other Principal Arterial,35.0,26,March,11:00am-11:59am,2,Not an Intersection,1
40.68502222,-121.3758028,Clear,Daylight,Dry,Other Principal Arterial,65.0,15,April,2:00pm-2:59pm,1,Not an Intersection,1
38.61978056,-121.8756278,Cloudy,Daylight,Dry,Major Collector,55.0,18,January,10:00am-10:59am,2,Not an Intersection,1
33.77430556,-118.0127583,Cloudy,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,19,January,7:00pm-7:59pm,1,Not an Intersection,1
34.51697222,-117.3200472,Clear,Dark - Lighted,Dry,Interstate,70.0,22,February,2:00am-2:59am,1,Not an Intersection,1
33.92005833,-117.4689,Clear,Dusk,Dry,Minor Arterial,40.0,17,April,7:00pm-7:59pm,1,Four-Way Intersection,1
38.34658056,-121.3375889,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,11,March,8:00pm-8:59pm,1,Not an Intersection,1
34.77570278,-118.5753583,Cloudy,Daylight,Wet,Other Principal Arterial,55.0,21,February,6:00am-6:59am,2,T-Intersection,1
38.70038889,-121.2515833,Cloudy,Daylight,Dry,Minor Arterial,25.0,25,April,5:00pm-5:59pm,2,T-Intersection,1
33.16993611,-117.0262778,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,60.0,19,April,11:00pm-11:59pm,2,Not an Intersection,1
33.89973889,-116.9866694,Clear,Dark - Not Lighted,Wet,Other Principal Arterial,65.0,27,April,Unknown Hours,1,Not an Intersection,1
38.60815,-121.4153278,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,9,March,6:00pm-6:59pm,1,Not an Intersection,1
33.66135556,-115.829975,Clear,Dark - Not Lighted,Dry,Interstate,70.0,10,February,11:00pm-11:59pm,2,Not an Intersection,1
33.83403889,-117.8363806,Cloudy,Daylight,Wet,Other Principal Arterial,40.0,20,January,3:00pm-3:59pm,1,Not an Intersection,1
33.68616389,-116.0278667,Clear,Daylight,Dry,Interstate,55.0,14,February,6:00am-6:59am,1,Not an Intersection,1
33.59858611,-116.1311556,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,26,January,7:00pm-7:59pm,1,Not an Intersection,1
33.83733889,-117.2674417,Cloudy,Dark - Not Lighted,Dry,Minor Arterial,45.0,8,April,3:00am-3:59am,1,Not an Intersection,1
36.28387778,-119.7091222,Clear,Daylight,Dry,Major Collector,55.0,25,February,1:00pm-1:59pm,2,Four-Way Intersection,1
34.42660556,-117.507675,Clear,Daylight,Dry,Major Collector,55.0,26,January,1:00pm-1:59pm,2,Four-Way Intersection,2
37.36885,-121.4848944,Clear,Daylight,Dry,Minor Collector,40.0,24,February,10:00am-10:59am,1,Not an Intersection,1
37.66114444,-120.4556611,Rain,Dark - Not Lighted,Wet,Minor Arterial,55.0,30,March,1:00am-1:59am,1,Not an Intersection,1
37.56243611,-122.0371639,Clear,Daylight,Dry,Interstate,65.0,6,April,6:00pm-6:59pm,1,Not an Intersection,1
34.52148056,-117.5728083,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,12,March,9:00pm-9:59pm,1,Not an Intersection,1
33.8351,-117.8571306,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,23,February,6:00pm-6:59pm,2,T-Intersection,1
38.74023056,-121.3646861,Clear,Daylight,Dry,Minor Arterial,45.0,15,April,6:00pm-6:59pm,2,Four-Way Intersection,1
39.20924722,-121.0895333,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,65.0,11,May,2:00am-2:59am,1,Not an Intersection,1
33.64654167,-116.4080611,Clear,Daylight,Dry,Minor Arterial,55.0,29,February,12:00pm-12:59pm,2,Not an Intersection,1
37.69494167,-122.1042194,Cloudy,Dark - Lighted,Dry,Interstate,65.0,5,February,6:00pm-6:59pm,2,Not an Intersection,1
33.26721111,-117.015525,Clear,Daylight,Dry,Local,45.0,10,April,6:00am-6:59am,1,Not an Intersection,1
35.39878611,-119.3769583,Cloudy,Daylight,Dry,Other Principal Arterial,55.0,23,February,2:00pm-2:59pm,2,T-Intersection,1
33.96247222,-118.2301389,Clear,Daylight,Dry,Other Principal Arterial,35.0,8,March,9:00am-9:59am,4,T-Intersection,1
38.62735,-121.5172889,Rain,Dark - Not Lighted,Wet,Interstate,65.0,13,January,10:00pm-10:59pm,1,Not an Intersection,1
37.96658889,-122.321875,Cloudy,Daylight,Wet,Interstate,65.0,19,February,3:00pm-3:59pm,1,Not an Intersection,1
35.68680278,-118.238,Cloudy,Daylight,Wet,Minor Arterial,55.0,30,March,10:00am-10:59am,2,Not an Intersection,1
37.55696111,-120.9936306,Clear,Daylight,Dry,Major Collector,55.0,5,April,1:00pm-1:59pm,2,Not an Intersection,1
33.85955278,-117.0094222,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,65.0,18,April,5:00am-5:59am,1,Not an Intersection,1
34.06287778,-117.7310917,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,30,April,0:00am-0:59am,1,Not an Intersection,1
37.48389444,-120.8654167,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,7,May,9:00am-9:59am,2,Not an Intersection,1
34.88011111,-120.4091667,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,22,May,12:00pm-12:59pm,3,Not an Intersection,1
38.4509,-120.5277222,Cloudy,Daylight,Dry,Other Principal Arterial,45.0,19,April,6:00pm-6:59pm,2,Not an Intersection,1
38.63893056,-121.5237861,Clear,Dark - Lighted,Dry,Interstate,65.0,4,May,3:00am-3:59am,1,Not an Intersection,1
36.58063333,-121.4975639,Clear,Daylight,Dry,Minor Collector,55.0,7,April,3:00pm-3:59pm,1,Not an Intersection,1
36.56200556,-121.9117528,"Fog, Smog, Smoke",Dawn,Dry,Minor Arterial,45.0,12,May,5:00am-5:59am,1,Not an Intersection,1
34.05135,-117.7411889,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,21,April,1:00am-1:59am,1,Not an Intersection,1
36.75749444,-119.8356889,Clear,Daylight,Dry,Major Collector,40.0,21,April,6:00pm-6:59pm,1,Four-Way Intersection,1
33.81169167,-118.1763306,Clear,Daylight,Dry,Minor Arterial,40.0,5,May,3:00pm-3:59pm,2,Four-Way Intersection,1
38.74417778,-121.208325,Clear,Daylight,Dry,Minor Arterial,55.0,14,May,6:00pm-6:59pm,2,T-Intersection,1
35.0687,-118.1750778,Clear,Daylight,Dry,Other Principal Arterial,35.0,16,February,3:00pm-3:59pm,2,Not an Intersection,1
35.76318333,-119.2585861,Clear,Daylight,Non-Trafficway or Driveway Access,Minor Arterial,49.0,25,May,8:00am-8:59am,2,Not an Intersection,1
33.82133889,-117.5210194,Cloudy,Dark - Lighted,Dry,Interstate,45.0,19,January,9:00pm-9:59pm,5,T-Intersection,1
38.51661944,-121.4629917,Rain,Dark - Lighted,Wet,Other Freeways and Expressways,65.0,4,February,4:00am-4:59am,1,Not an Intersection,1
37.71600278,-121.5293417,Clear,Dark - Not Lighted,Dry,Interstate,70.0,12,January,7:00pm-7:59pm,1,Not an Intersection,1
34.03839167,-118.2761778,Clear,Daylight,Dry,Interstate,55.0,17,March,3:00pm-3:59pm,3,Not an Intersection,1
34.13507778,-116.2088667,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,65.0,10,January,7:00pm-7:59pm,2,Not an Intersection,1
32.72458611,-117.1521889,Clear,Dark - Lighted,Dry,Interstate,65.0,17,March,5:00am-5:59am,1,Not an Intersection,1
40.52414167,-123.18035,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,1,June,Unknown Hours,1,Not an Intersection,1
39.51170278,-121.5723972,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,4,June,10:00am-10:59am,2,Not an Intersection,2
37.90101389,-121.2757944,Rain,Dark - Not Lighted,Wet,Minor Arterial,45.0,5,February,4:00am-4:59am,1,Not an Intersection,1
33.27388056,-116.9537056,Clear,Dark - Not Lighted,Dry,Minor Arterial,25.0,19,April,8:00pm-8:59pm,2,T-Intersection,1
34.64552778,-117.2168972,Clear,Dark - Not Lighted,Dry,Interstate,70.0,6,March,Unknown Hours,1,Not an Intersection,2
35.10042778,-118.1429778,Clear,Daylight,Dry,Other Principal Arterial,65.0,21,February,10:00am-10:59am,2,"Five Point, or More",1
38.67411389,-120.7238222,Clear,Daylight,Dry,Major Collector,55.0,30,April,10:00am-10:59am,2,Not an Intersection,1
36.75560833,-119.7419778,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,11,March,3:00pm-3:59pm,1,Not an Intersection,1
36.61133056,-119.4308278,Clear,Daylight,Dry,Minor Arterial,55.0,25,March,3:00pm-3:59pm,2,Four-Way Intersection,2
35.29338611,-116.0307528,Clear,Dark - Not Lighted,Dry,Interstate,70.0,15,April,5:00am-5:59am,2,Not an Intersection,1
37.67727222,-121.046525,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,25,March,10:00pm-10:59pm,1,Not an Intersection,1
34.426625,-117.4999222,Cloudy,Dark - Not Lighted,Dry,Major Collector,55.0,14,April,8:00pm-8:59pm,2,Not an Intersection,2
36.25679167,-119.2785056,Clear,Daylight,Dry,Major Collector,55.0,30,April,6:00am-6:59am,2,Four-Way Intersection,1
33.92436667,-116.6928167,Rain,Daylight,Wet,Interstate,70.0,31,March,2:00pm-2:59pm,1,Not an Intersection,1
37.86671944,-121.2786056,Cloudy,Daylight,Dry,Interstate,70.0,2,March,3:00pm-3:59pm,1,Not an Intersection,1
34.19229722,-117.36335,Clear,Dark - Not Lighted,Dry,Interstate,65.0,11,January,0:00am-0:59am,2,Not an Intersection,1
35.31718333,-115.9929667,Clear,Dark - Not Lighted,Dry,Interstate,70.0,19,January,4:00am-4:59am,3,Not an Intersection,2
34.06776389,-117.522675,Clear,Daylight,Dry,Interstate,65.0,9,March,3:00pm-3:59pm,2,Not an Intersection,1
36.48726111,-119.33995,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,7,April,10:00pm-10:59pm,3,Not an Intersection,1
34.05547222,-118.2401083,Cloudy,Dark - Lighted,Dry,Other Freeways and Expressways,55.0,30,May,11:00pm-11:59pm,1,Not an Intersection,1
36.65388611,-119.7146139,Rain,Dusk,Wet,Other Freeways and Expressways,65.0,23,March,6:00pm-6:59pm,1,Not an Intersection,1
35.76810278,-119.0532917,Cloudy,Daylight,Dry,Other Principal Arterial,55.0,1,March,5:00pm-5:59pm,4,Not an Intersection,1
40.36736389,-122.2937472,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,13,May,4:00am-4:59am,2,Not an Intersection,1
35.60291667,-120.6705639,Clear,Daylight,Dry,Minor Arterial,45.0,26,May,4:00pm-4:59pm,1,Not an Intersection,1
34.06594444,-117.9497917,Clear,Dark - Lighted,Dry,Major Collector,35.0,2,May,1:00am-1:59am,2,Not an Intersection,1
36.765,-119.788275,Clear,Daylight,Dry,Minor Arterial,40.0,3,May,12:00pm-12:59pm,2,Four-Way Intersection,1
39.11486667,-121.6345667,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,50.0,20,May,2:00am-2:59am,1,Not an Intersection,1
33.791525,-116.3642944,Clear,Daylight,Dry,Interstate,70.0,6,June,10:00am-10:59am,1,Not an Intersection,1
38.49123056,-122.7924889,Clear,Dark - Not Lighted,Dry,Major Collector,45.0,12,March,10:00pm-10:59pm,1,Not an Intersection,2
37.57872778,-120.9937333,Clear,Daylight,Non-Trafficway or Driveway Access,Major Collector,49.0,9,April,11:00am-11:59am,2,Not an Intersection,1
34.01808056,-117.0977139,Rain,Daylight,Wet,Interstate,65.0,5,February,2:00pm-2:59pm,1,Not an Intersection,1
36.97231667,-121.4310361,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,1,January,0:00am-0:59am,2,T-Intersection,1
34.20304722,-118.1441833,Clear,Dark - Lighted,Dry,Major Collector,30.0,5,March,0:00am-0:59am,2,Not an Intersection,2
